client_no,attrition_flag,customer_age,gender,education_level,marital_status,income_category,card_category,months_on_book,months_inactive_12_mon,credit_limit,total_revolving_bal,total_trans_amt,avg_utilization_ratio
720512433,Attrited Customer,56,M,Uneducated,Single,$60K - $80K,Blue,36,4,15219,2281,7625,0.15
713671158,Existing Customer,46,M,Uneducated,Single,$120K +,Blue,32,3,34516,2328,15754,0.067
802449933,Existing Customer,29,M,Uneducated,Married,$40K - $60K,Blue,23,3,8147,1750,14912,0.215
716723658,Existing Customer,37,F,Post-Graduate,Single,Less than $40K,Blue,28,3,3525,1519,13625,0.431
710451708,Existing Customer,32,M,Graduate,Married,$40K - $60K,Blue,24,1,9711,972,14926,0.1
809540733,Existing Customer,52,M,High School,Married,$80K - $120K,Blue,47,1,11358,1425,14327,0.125
716372358,Existing Customer,58,F,Graduate,Married,Less than $40K,Blue,47,2,6765,0,14133,0
710162133,Attrited Customer,41,M,Graduate,Married,$80K - $120K,Blue,36,3,4725,1253,9134,0.265
710878308,Attrited Customer,50,F,Graduate,Single,Less than $40K,Blue,37,2,3699,913,7297,0.247
710262408,Existing Customer,29,M,Graduate,Married,$80K - $120K,Silver,36,2,34516,1666,13971,0.048
713975433,Existing Customer,32,F,High School,Divorced,Less than $40K,Blue,25,3,8851,1753,14783,0.198
771244383,Existing Customer,52,F,College,Unknown,Less than $40K,Blue,39,2,8506,0,14289,0
710405808,Existing Customer,48,M,Graduate,Divorced,Less than $40K,Blue,36,3,3442,1229,14618,0.357
715542783,Existing Customer,33,F,Graduate,Married,Less than $40K,Blue,24,3,3731,0,13234,0
815840283,Existing Customer,51,F,Unknown,Married,Less than $40K,Blue,46,6,7744,1893,16059,0.244
788908308,Existing Customer,46,M,High School,Single,$40K - $60K,Blue,32,3,5972,0,14227,0
789394833,Existing Customer,47,M,Unknown,Divorced,$80K - $120K,Blue,37,2,21714,1969,13270,0.091
712609533,Existing Customer,32,M,Uneducated,Single,$80K - $120K,Blue,15,2,3371,1530,13432,0.454
710237283,Existing Customer,50,F,Graduate,Married,Less than $40K,Blue,38,1,9546,960,14211,0.101
770766633,Existing Customer,28,F,Post-Graduate,Single,Less than $40K,Blue,14,3,3848,0,14054,0
823837158,Existing Customer,44,M,Graduate,Single,$40K - $60K,Blue,40,3,9199,1230,15367,0.134
712123008,Existing Customer,43,M,High School,Married,$60K - $80K,Blue,31,3,13381,1845,14532,0.138
711727083,Existing Customer,50,F,Graduate,Single,$40K - $60K,Blue,36,1,2833,1622,14341,0.573
720033033,Existing Customer,53,F,Post-Graduate,Single,Unknown,Blue,41,2,15101,1396,13545,0.092
787723758,Existing Customer,58,F,Unknown,Married,Less than $40K,Blue,48,1,3603,1465,14235,0.407
770926158,Existing Customer,51,F,Doctorate,Single,Less than $40K,Blue,38,2,4132,2517,13820,0.609
711360783,Existing Customer,39,F,College,Single,Less than $40K,Blue,36,2,4366,1870,15451,0.428
708285108,Existing Customer,42,M,Graduate,Single,$40K - $60K,Blue,36,1,6128,2239,13505,0.365
713390433,Attrited Customer,44,M,Graduate,Unknown,$60K - $80K,Gold,29,3,34516,2517,6782,0.073
718096608,Existing Customer,44,F,High School,Single,Less than $40K,Blue,30,2,6882,1930,13836,0.28
719094333,Existing Customer,46,M,Uneducated,Married,$80K - $120K,Blue,33,2,13490,1567,13159,0.116
813764283,Existing Customer,39,M,High School,Married,$80K - $120K,Blue,34,1,17978,1820,15657,0.101
713398158,Existing Customer,45,M,Post-Graduate,Married,$40K - $60K,Blue,30,2,3821,1673,15005,0.438
711227883,Existing Customer,41,F,Graduate,Single,Less than $40K,Blue,21,3,3624,1641,15824,0.453
810040908,Existing Customer,42,F,High School,Single,Less than $40K,Blue,37,3,3787,824,16220,0.218
772640808,Existing Customer,38,F,College,Single,Less than $40K,Blue,28,2,4623,1366,14730,0.295
784907658,Existing Customer,36,M,High School,Married,$80K - $120K,Blue,30,1,4343,2220,14463,0.511
794692158,Existing Customer,43,F,High School,Unknown,$40K - $60K,Silver,25,2,17328,0,15367,0
718383183,Existing Customer,51,F,High School,Married,Less than $40K,Blue,39,1,3803,2437,14397,0.641
721156758,Existing Customer,52,M,Graduate,Married,$60K - $80K,Blue,44,2,23889,603,13360,0.025
811793433,Existing Customer,50,F,Graduate,Divorced,Unknown,Silver,45,1,34516,2381,15071,0.069
712010358,Attrited Customer,49,M,Graduate,Single,$80K - $120K,Blue,36,3,3999,0,7567,0
719420058,Existing Customer,44,M,Unknown,Single,$80K - $120K,Blue,26,2,11782,2177,16605,0.185
809459733,Existing Customer,43,F,Unknown,Single,Less than $40K,Blue,38,1,3220,0,13339,0
798783858,Existing Customer,48,F,Unknown,Unknown,$40K - $60K,Blue,42,1,9742,2517,13082,0.258
711432258,Attrited Customer,55,M,Graduate,Single,$60K - $80K,Blue,46,4,4178,0,7914,0
721294533,Existing Customer,48,M,Graduate,Married,$80K - $120K,Blue,34,1,34516,738,15143,0.021
718425333,Existing Customer,45,M,Graduate,Married,$80K - $120K,Blue,32,1,26819,1657,14450,0.062
714294183,Attrited Customer,54,M,Graduate,Divorced,$80K - $120K,Blue,44,3,9580,132,5385,0.014
714637908,Existing Customer,47,F,Unknown,Single,Less than $40K,Blue,36,2,7940,1669,15445,0.21
712341933,Existing Customer,39,M,Graduate,Single,$60K - $80K,Gold,36,3,34516,1662,13578,0.048
708332808,Existing Customer,47,M,Uneducated,Married,$40K - $60K,Blue,39,2,3471,0,14381,0
708354858,Attrited Customer,51,M,Unknown,Single,$120K +,Blue,42,4,14938,0,8192,0
766649283,Existing Customer,49,F,Graduate,Divorced,Unknown,Blue,42,2,14072,1917,13432,0.136
817951083,Existing Customer,58,F,Unknown,Married,$40K - $60K,Silver,53,3,15928,1527,14678,0.096
708301683,Attrited Customer,40,M,Uneducated,Married,$80K - $120K,Blue,30,2,20798,1059,8038,0.051
713655108,Existing Customer,60,F,Graduate,Single,Less than $40K,Blue,45,3,9752,1423,14220,0.146
714560358,Existing Customer,53,M,Unknown,Single,$40K - $60K,Blue,45,2,3234,1514,13803,0.468
712113558,Attrited Customer,45,M,Graduate,Married,$80K - $120K,Blue,36,3,24844,1273,6549,0.051
710603958,Existing Customer,49,M,Uneducated,Married,$80K - $120K,Blue,36,1,3090,0,14198,0
720597108,Attrited Customer,48,F,Post-Graduate,Divorced,Less than $40K,Blue,36,3,9943,2138,8325,0.215
713810658,Existing Customer,44,M,Graduate,Married,$60K - $80K,Blue,36,2,3384,799,13152,0.236
721519908,Existing Customer,29,F,Uneducated,Single,Less than $40K,Blue,36,2,3640,1419,13306,0.39
712025958,Existing Customer,42,M,Uneducated,Married,$80K - $120K,Silver,35,2,34516,1420,14672,0.041
794740458,Existing Customer,45,F,Graduate,Married,Less than $40K,Silver,39,2,10186,1608,14023,0.158
709814883,Existing Customer,45,F,High School,Single,Less than $40K,Platinum,36,3,15987,2262,15513,0.141
719767683,Attrited Customer,46,M,College,Single,$80K - $120K,Blue,39,3,16983,0,8526,0
715321008,Attrited Customer,39,M,Unknown,Married,$120K +,Blue,36,3,34516,2517,7866,0.073
710106933,Existing Customer,32,M,Uneducated,Single,$80K - $120K,Silver,20,3,34516,2136,14667,0.062
716655858,Existing Customer,38,M,High School,Single,$80K - $120K,Blue,31,3,34516,0,14036,0
778260108,Existing Customer,50,F,Unknown,Married,$40K - $60K,Blue,41,2,4268,1509,14351,0.354
713986908,Existing Customer,50,F,High School,Married,Unknown,Blue,40,3,10748,1084,16541,0.101
780042633,Attrited Customer,37,F,Unknown,Married,Unknown,Silver,21,2,31718,0,7432,0
713269533,Attrited Customer,42,M,College,Single,$80K - $120K,Blue,36,3,9959,2517,8847,0.253
713868033,Existing Customer,53,M,College,Married,$80K - $120K,Silver,36,2,34516,1484,16373,0.043
708103608,Existing Customer,52,M,High School,Single,$60K - $80K,Blue,45,5,11898,2517,15798,0.212
789684258,Attrited Customer,57,M,Post-Graduate,Single,$80K - $120K,Silver,43,3,34516,1847,7842,0.054
779067408,Existing Customer,46,M,Uneducated,Married,$60K - $80K,Blue,27,3,13056,1890,14280,0.145
712231308,Existing Customer,60,M,Graduate,Single,Less than $40K,Silver,47,1,14002,1413,13849,0.101
761079783,Attrited Customer,40,M,Graduate,Married,$60K - $80K,Blue,33,3,5500,442,7720,0.08
787518258,Attrited Customer,49,M,Uneducated,Married,$120K +,Blue,38,3,8549,0,9192,0
717631908,Attrited Customer,56,M,Unknown,Married,Less than $40K,Blue,44,3,4390,0,8454,0
769396158,Attrited Customer,55,M,College,Single,$80K - $120K,Blue,43,2,24884,0,5107,0
713462508,Existing Customer,55,F,Graduate,Married,Unknown,Blue,41,1,3591,1760,13289,0.49
716717733,Attrited Customer,55,F,Uneducated,Single,Less than $40K,Blue,47,5,4841,859,8918,0.177
709383933,Attrited Customer,31,M,Unknown,Unknown,$80K - $120K,Blue,18,1,4246,2517,8102,0.593
717283008,Existing Customer,44,F,Graduate,Single,Unknown,Blue,36,1,7469,1378,15225,0.184
793449333,Existing Customer,54,M,Graduate,Divorced,$80K - $120K,Blue,48,3,29974,2114,15190,0.071
710873583,Existing Customer,58,M,Graduate,Married,$60K - $80K,Blue,48,3,20724,2221,14215,0.107
718486608,Existing Customer,53,M,High School,Single,$120K +,Blue,36,2,21079,1431,13930,0.068
716748483,Existing Customer,59,F,Uneducated,Married,$40K - $60K,Blue,36,2,3720,1569,16208,0.422
715113933,Attrited Customer,54,M,Unknown,Single,$80K - $120K,Blue,36,3,11077,573,8165,0.052
711160233,Existing Customer,32,M,High School,Married,$40K - $60K,Blue,19,3,12024,0,14551,0
715714458,Attrited Customer,48,M,Graduate,Single,$40K - $60K,Blue,38,3,4446,0,8753,0
709615458,Existing Customer,54,M,Graduate,Married,$120K +,Blue,44,1,34516,862,15034,0.025
719955558,Existing Customer,32,M,Unknown,Married,Less than $40K,Silver,24,2,11511,0,14436,0
713072358,Existing Customer,42,M,Graduate,Married,$80K - $120K,Silver,31,1,34516,1356,12878,0.039
721402233,Existing Customer,42,M,Uneducated,Married,$120K +,Blue,28,3,19192,1507,15615,0.079
713691633,Existing Customer,29,M,Post-Graduate,Married,Less than $40K,Blue,36,1,3076,0,15514,0
708866133,Existing Customer,43,M,Graduate,Married,$80K - $120K,Blue,32,1,4196,1331,14545,0.317
757256358,Existing Customer,45,M,Graduate,Single,$60K - $80K,Blue,38,3,3243,1580,15710,0.487
784868958,Existing Customer,56,F,High School,Married,Unknown,Blue,49,2,17542,2517,13939,0.143
710845308,Existing Customer,46,M,High School,Married,$80K - $120K,Blue,36,2,32949,1190,14892,0.036
719368533,Existing Customer,41,F,Doctorate,Married,Unknown,Silver,28,3,32250,1289,15785,0.04
718337733,Existing Customer,50,F,Graduate,Married,Unknown,Gold,40,1,34516,1826,14994,0.053
715132758,Existing Customer,52,F,College,Divorced,$40K - $60K,Gold,43,2,23981,2114,15281,0.088
712556433,Existing Customer,52,F,Graduate,Married,$40K - $60K,Blue,43,2,4090,1649,15497,0.403
718947558,Existing Customer,32,F,High School,Single,Unknown,Blue,21,3,4251,2295,15574,0.54
710303208,Existing Customer,52,F,High School,Single,Less than $40K,Blue,40,1,4119,2517,15215,0.611
804158583,Existing Customer,60,M,High School,Married,Less than $40K,Silver,55,2,13399,1456,16493,0.109
711720408,Existing Customer,44,F,Unknown,Married,Less than $40K,Blue,34,3,9070,1273,15211,0.14
715808808,Existing Customer,48,F,Uneducated,Married,Unknown,Blue,36,6,7469,1216,13614,0.163
715076358,Attrited Customer,57,M,Post-Graduate,Unknown,$80K - $120K,Blue,36,3,23714,0,8463,0
718343058,Existing Customer,52,F,High School,Divorced,Less than $40K,Blue,40,2,5240,2517,14161,0.48
769667583,Attrited Customer,34,M,Post-Graduate,Single,$40K - $60K,Blue,28,3,3744,0,8202,0
709013208,Existing Customer,40,M,Uneducated,Single,$80K - $120K,Blue,36,2,15594,1690,16101,0.108
716004258,Existing Customer,45,M,High School,Single,$60K - $80K,Blue,35,1,8449,2092,17634,0.248
715645908,Attrited Customer,59,M,High School,Single,$80K - $120K,Gold,48,2,34516,0,8480,0
717724233,Existing Customer,43,M,Unknown,Unknown,$80K - $120K,Blue,28,1,9959,734,16732,0.074
719850933,Existing Customer,30,M,College,Single,$60K - $80K,Blue,36,3,4192,1734,13345,0.414
790131033,Existing Customer,38,F,High School,Married,Less than $40K,Blue,31,6,3416,2517,14230,0.737
721211433,Existing Customer,42,M,Doctorate,Single,$60K - $80K,Blue,31,2,3322,0,13784,0
721290708,Existing Customer,50,M,Uneducated,Single,$60K - $80K,Blue,30,3,14217,1816,15554,0.128
712107783,Existing Customer,49,M,College,Single,$60K - $80K,Blue,35,2,17350,1817,16132,0.105
818960133,Existing Customer,58,M,High School,Married,$60K - $80K,Blue,53,3,13784,698,13120,0.051
713560758,Existing Customer,54,F,Uneducated,Married,Less than $40K,Blue,42,2,3181,2087,13392,0.656
718579833,Existing Customer,39,F,Graduate,Unknown,Less than $40K,Blue,26,2,5325,2488,13674,0.467
778643733,Attrited Customer,48,F,Uneducated,Single,$40K - $60K,Gold,28,2,23981,1454,9140,0.061
770977833,Existing Customer,36,M,Graduate,Married,Less than $40K,Blue,23,2,3920,0,16500,0
708721533,Existing Customer,56,F,Graduate,Married,Less than $40K,Blue,36,1,5158,1148,13113,0.223
772300383,Existing Customer,57,F,Unknown,Married,$40K - $60K,Blue,46,1,5073,1533,13420,0.302
751155783,Existing Customer,47,F,High School,Married,$40K - $60K,Blue,40,1,4074,1868,15005,0.459
768457008,Existing Customer,27,M,Graduate,Single,$40K - $60K,Blue,21,3,10284,787,13355,0.077
794494308,Existing Customer,42,M,Uneducated,Married,$120K +,Platinum,23,4,34516,2070,13781,0.06
710980383,Attrited Customer,53,M,High School,Single,$80K - $120K,Silver,33,2,34516,0,6361,0
716663808,Existing Customer,57,F,High School,Married,Less than $40K,Blue,36,3,3999,721,15443,0.18
712912233,Existing Customer,50,F,Post-Graduate,Divorced,Less than $40K,Blue,36,4,3468,2221,14222,0.64
717992433,Existing Customer,50,M,Graduate,Married,$80K - $120K,Blue,39,1,11900,1796,14666,0.151
709971708,Attrited Customer,51,F,High School,Single,Unknown,Blue,41,3,9701,0,9404,0
715600533,Existing Customer,61,M,Graduate,Single,$80K - $120K,Gold,50,3,34516,1357,13722,0.039
710153583,Attrited Customer,30,F,Uneducated,Married,Less than $40K,Blue,13,1,6075,0,9242,0
794132808,Existing Customer,60,M,Uneducated,Married,$40K - $60K,Blue,54,3,13035,1285,14585,0.099
720565458,Attrited Customer,43,M,Post-Graduate,Single,$60K - $80K,Blue,36,3,17306,0,6205,0
715496058,Attrited Customer,41,F,Uneducated,Single,Less than $40K,Gold,36,3,15987,0,7832,0
709015833,Existing Customer,42,M,Graduate,Single,$60K - $80K,Silver,36,3,34516,0,12920,0
718612758,Existing Customer,36,M,High School,Married,$120K +,Blue,36,1,34516,939,15552,0.027
712438308,Existing Customer,27,F,High School,Married,Unknown,Blue,15,1,7469,0,16730,0
716238483,Attrited Customer,59,M,College,Married,$80K - $120K,Blue,50,2,12918,2352,9138,0.182
718297683,Attrited Customer,59,F,High School,Single,Less than $40K,Blue,50,0,4085,0,7597,0
712206033,Existing Customer,55,M,Graduate,Married,$40K - $60K,Blue,36,1,3705,1355,16089,0.366
710904708,Existing Customer,56,F,High School,Married,Less than $40K,Blue,43,1,5319,921,15048,0.173
711190233,Existing Customer,34,M,Graduate,Married,$40K - $60K,Blue,36,2,4549,990,13804,0.218
710535708,Existing Customer,49,M,Uneducated,Married,$80K - $120K,Blue,39,3,15894,1293,14256,0.081
794573883,Existing Customer,32,M,Unknown,Single,$40K - $60K,Silver,16,3,17894,2517,15305,0.141
719118708,Attrited Customer,49,F,Unknown,Single,Less than $40K,Blue,37,2,5855,0,9202,0
790201158,Existing Customer,60,F,Uneducated,Married,Less than $40K,Silver,54,2,13062,1731,13609,0.133
779333883,Attrited Customer,51,F,Uneducated,Married,Less than $40K,Blue,33,3,7428,0,8078,0
719805183,Existing Customer,39,M,College,Married,Less than $40K,Blue,19,3,8848,961,15352,0.109
721220583,Existing Customer,54,F,Graduate,Married,$40K - $60K,Blue,41,1,7362,1176,17390,0.16
779685558,Existing Customer,53,M,Graduate,Single,$120K +,Gold,36,4,34516,2088,15290,0.06
713965683,Existing Customer,35,M,Post-Graduate,Married,$80K - $120K,Blue,28,1,4380,0,17258,0
710667708,Existing Customer,47,M,Uneducated,Single,$60K - $80K,Blue,36,3,12510,1871,14018,0.15
718979733,Existing Customer,52,M,Unknown,Single,$60K - $80K,Blue,36,3,23712,2195,16258,0.093
712104333,Existing Customer,57,F,Doctorate,Single,Less than $40K,Blue,44,2,9149,1254,14401,0.137
793560033,Existing Customer,47,F,Uneducated,Single,Unknown,Silver,33,2,34516,1930,16369,0.056
779920533,Existing Customer,54,F,High School,Married,Less than $40K,Blue,41,3,3784,2517,15199,0.665
717480783,Existing Customer,39,M,High School,Single,$80K - $120K,Blue,29,1,9680,2101,15152,0.217
709066983,Existing Customer,50,M,High School,Married,$120K +,Blue,41,2,34516,2353,15214,0.068
718528008,Existing Customer,60,F,High School,Married,Less than $40K,Blue,47,3,3845,1460,14432,0.38
712390683,Existing Customer,41,M,Uneducated,Single,$40K - $60K,Blue,27,3,13409,1255,15573,0.094
826245858,Attrited Customer,50,M,Graduate,Single,$80K - $120K,Silver,40,4,34516,0,7661,0
712966458,Existing Customer,51,M,Unknown,Married,$80K - $120K,Blue,36,2,8065,0,14807,0
709467183,Existing Customer,56,M,Graduate,Married,$60K - $80K,Blue,40,3,20501,561,15162,0.027
710529708,Existing Customer,41,M,College,Single,$60K - $80K,Blue,36,3,23260,1476,15140,0.063
789817833,Attrited Customer,44,F,Post-Graduate,Unknown,Less than $40K,Blue,33,3,9073,2466,6793,0.272
712363158,Existing Customer,36,M,Graduate,Single,$60K - $80K,Blue,24,2,20101,1299,14732,0.065
717060858,Attrited Customer,31,M,Graduate,Married,Less than $40K,Blue,36,2,6911,2517,8123,0.364
718060983,Existing Customer,49,F,Graduate,Married,Less than $40K,Blue,36,3,3423,2186,14037,0.639
711600033,Existing Customer,40,F,College,Single,Less than $40K,Silver,36,1,10729,0,14364,0
709910733,Existing Customer,49,F,High School,Single,Unknown,Silver,30,3,34516,1963,13174,0.057
757291008,Attrited Customer,46,M,Unknown,Married,$80K - $120K,Blue,39,3,34516,289,8964,0.008
819376683,Existing Customer,54,M,Unknown,Single,$80K - $120K,Blue,49,3,28570,2027,15130,0.071
720458883,Existing Customer,29,M,High School,Married,$60K - $80K,Blue,16,2,12495,2517,14524,0.201
708963258,Attrited Customer,46,M,College,Married,$60K - $80K,Blue,39,3,13344,1907,8534,0.143
711746133,Attrited Customer,50,M,Unknown,Single,$120K +,Blue,37,3,32563,0,9220,0
715249533,Existing Customer,49,F,Graduate,Single,Unknown,Blue,36,2,3375,0,13992,0
708522033,Existing Customer,50,M,College,Married,$60K - $80K,Blue,36,2,12299,1664,15060,0.135
708496833,Attrited Customer,60,M,High School,Single,Less than $40K,Blue,50,4,4613,0,8970,0
717464958,Existing Customer,55,F,Doctorate,Married,Less than $40K,Silver,36,2,10858,0,14475,0
751166508,Existing Customer,57,M,Post-Graduate,Single,$80K - $120K,Blue,50,1,34516,2293,14287,0.066
795218883,Existing Customer,47,M,High School,Married,$60K - $80K,Blue,41,3,4207,1556,15312,0.37
710856558,Existing Customer,45,F,Graduate,Married,Less than $40K,Blue,36,3,3336,1889,13989,0.566
721107258,Existing Customer,45,F,Unknown,Unknown,Less than $40K,Blue,37,2,5465,1967,14192,0.36
716457783,Existing Customer,55,F,College,Single,Less than $40K,Silver,36,1,12633,1661,14378,0.131
710810883,Existing Customer,39,M,College,Single,$80K - $120K,Blue,36,1,34516,1260,14576,0.037
710895708,Attrited Customer,35,F,Doctorate,Married,Less than $40K,Blue,27,3,3876,0,7712,0
789200208,Existing Customer,40,F,Uneducated,Married,Unknown,Blue,29,3,3326,2181,13583,0.656
718578708,Existing Customer,49,M,Post-Graduate,Single,$120K +,Silver,38,3,34516,1562,14212,0.045
719859033,Attrited Customer,32,M,Graduate,Married,$40K - $60K,Blue,20,2,3264,0,6439,0
713036208,Existing Customer,46,M,Graduate,Married,$40K - $60K,Blue,27,2,6903,2091,15751,0.303
771769383,Existing Customer,42,F,Unknown,Married,Less than $40K,Blue,31,3,2940,0,14792,0
